Title,Media URL,Pinterest board,Description,Link,Keywords
Ilse Emerald Bezel: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0011.jpg,Emerald engagement rings,"An emerald lab-grown diamond wrapped in a clean, protective bezel of polished gold. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/ilse-emerald-bezel?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, bezel setting, made to order"
Elowen Emerald Pendant: Emerald lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0001.jpg,Diamond pendants,"An emerald lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elowen-emerald-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, pendant, pendant setting, made to order"
Ines Marquise Pendant: Marquise lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0002.jpg,Diamond pendants,"A marquise lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/ines-marquise-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, pendant, pendant setting, made to order"
Sabine Elongated Cushion Heritage: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0013.jpg,Elongated Cushion engagement rings,"An elongated cushion lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/sabine-elongated-cushion-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, heritage setting, made to order"
Celeste Green Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0014.jpg,Coloured stone rings,"A single green oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/celeste-green-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Noor Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0016.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/noor-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Rhea Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0017.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/rhea-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Thea Old Mine Heritage: Old Mine lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0018.jpg,Old Mine engagement rings,"An old mine lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/thea-old-mine-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"old mine ring, lab grown diamond, engagement ring, heritage setting, made to order"
Vesna Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0019.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/vesna-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Anouk Radiant East-West: Radiant lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0022.jpg,Radiant engagement rings,"A radiant lab-grown diamond turned on its side and held in a slim east-west setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/anouk-radiant-east-west?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"radiant ring, lab grown diamond, engagement ring, east-west setting, made to order"
Esra Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0025.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/esra-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Faye Round Solitaire: Round lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0026.jpg,Round engagement rings,"A single round lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/faye-round-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Kaia Marquise Studs: Marquise lab-grown diamond earrings,https://www.alvoradiamonds.com/assets/social/pieces/alv-e-0003.jpg,Diamond earrings,"A pair of marquise lab-grown diamonds in secure claw settings, matched stone for stone. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/kaia-marquise-studs?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, earrings, studs setting, made to order"
Jora Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0030.jpg,Elongated Cushion engagement rings,"A single elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/jora-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Tove Round Studs: Round lab-grown diamond earrings,https://www.alvoradiamonds.com/assets/social/pieces/alv-e-0004.jpg,Diamond earrings,"A pair of round lab-grown diamonds in secure claw settings, matched stone for stone. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/tove-round-studs?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, earrings, studs setting, made to order"
Xanthe Round Studs: Round lab-grown diamond earrings,https://www.alvoradiamonds.com/assets/social/pieces/alv-e-0005.jpg,Diamond earrings,"A pair of round lab-grown diamonds in secure claw settings, matched stone for stone. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/xanthe-round-studs?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, earrings, studs setting, made to order"
Odile Cushion Pendant: Cushion lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0003.jpg,Diamond pendants,"A cushion lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/odile-cushion-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, pendant, pendant setting, made to order"
Vivienne Princess Pendant: Princess lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0005.jpg,Diamond pendants,"A princess lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/vivienne-princess-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"princess ring, lab grown diamond, pendant, pendant setting, made to order"
Amara Round Pendant: Round lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0006.jpg,Diamond pendants,"A round lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/amara-round-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, pendant, pendant setting, made to order"
Coralie Pendant: lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0007.jpg,Diamond pendants,"A lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/coralie-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, pendant, pendant setting, made to order"
Pia Emerald Solitaire: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0034.jpg,Emerald engagement rings,"A single emerald lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/pia-emerald-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Romilly Old Mine Heritage: Old Mine lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0035.jpg,Old Mine engagement rings,"An old mine lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/romilly-old-mine-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"old mine ring, lab grown diamond, engagement ring, heritage setting, made to order"
Saskia Champagne Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0036.jpg,Coloured stone rings,"A single champagne oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/saskia-champagne-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Beatrix Old Mine Heritage: Old Mine lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0038.jpg,Old Mine engagement rings,"An old mine lab-grown diamond in a heritage setting with hand-finished detailing along the band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/beatrix-old-mine-heritage?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"old mine ring, lab grown diamond, engagement ring, heritage setting, made to order"
Honora Halo Pendant: lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0008.jpg,Diamond pendants,"A lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/honora-halo-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, pendant, halo pendant setting, made to order"
Leonie Halo Pendant: lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0009.jpg,Diamond pendants,"A lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/leonie-halo-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"lab grown diamond, pendant, halo pendant setting, made to order"
Nadia Round Pendant: Round lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0010.jpg,Diamond pendants,"A round lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/nadia-round-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"round ring, lab grown diamond, pendant, pendant setting, made to order"
Elodie Marquise Solitaire: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0040.jpg,Marquise engagement rings,"A single marquise lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elodie-marquise-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Elodie Pear Solitaire: Pear lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0041.jpg,Pear engagement rings,"A single pear lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/elodie-pear-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"pear ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Fiora Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0042.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/fiora-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Pia Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0044.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/pia-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Marisol Oval Solitaire: Oval lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0045.jpg,Oval engagement rings,"A single oval lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/marisol-oval-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Oriane Marquise East-West: Marquise lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0046.jpg,Marquise engagement rings,"A marquise lab-grown diamond turned on its side and held in a slim east-west setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/oriane-marquise-east-west?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, engagement ring, east-west setting, made to order"
Perrine Marquise Pendant: Marquise lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0011.jpg,Diamond pendants,"A marquise lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/perrine-marquise-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, pendant, pendant setting, made to order"
Seren Marquise Studs: Marquise lab-grown diamond earrings,https://www.alvoradiamonds.com/assets/social/pieces/alv-e-0006.jpg,Diamond earrings,"A pair of marquise lab-grown diamonds in secure claw settings, matched stone for stone. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/seren-marquise-studs?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"marquise ring, lab grown diamond, earrings, studs setting, made to order"
Ada Oval Studs: Oval lab-grown diamond earrings,https://www.alvoradiamonds.com/assets/social/pieces/alv-e-0007.jpg,Diamond earrings,"A pair of oval lab-grown diamonds in secure claw settings, matched stone for stone. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/ada-oval-studs?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, earrings, studs setting, made to order"
Blythe Oval Pendant: Oval lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0012.jpg,Diamond pendants,"An oval lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/blythe-oval-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"oval ring, lab grown diamond, pendant, pendant setting, made to order"
Clio Radiant Pendant: Radiant lab-grown diamond pendant,https://www.alvoradiamonds.com/assets/social/pieces/alv-p-0013.jpg,Diamond pendants,"A radiant lab-grown diamond suspended on a fine gold chain in a clean, lifted setting. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/clio-radiant-pendant?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"radiant ring, lab grown diamond, pendant, pendant setting, made to order"
Tamsin Champagne Emerald Solitaire: Emerald lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0047.jpg,Coloured stone rings,"A single champagne emerald lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/tamsin-champagne-emerald-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"emerald ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Ulla Elongated Cushion Solitaire: Elongated Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0048.jpg,Elongated Cushion engagement rings,"A single elongated cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/ulla-elongated-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"elongated cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
Idony Cushion Solitaire: Cushion lab-grown diamond engagement ring,https://www.alvoradiamonds.com/assets/social/pieces/alv-r-0141.jpg,Cushion engagement rings,"A single cushion lab-grown diamond, held high in a precise claw setting on a slender band. Centre stone 0.5 to 6 ct, VS1 clarity, Excellent polish and symmetry, lab-grown. Made to order in silver, 14K or 18K gold, or platinum.",https://www.alvoradiamonds.com/jewellery/idony-cushion-solitaire?utm_source=pinterest&utm_medium=social&utm_campaign=p1-2026-10,"cushion ring, lab grown diamond, engagement ring, solitaire setting, made to order"
