stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
PDPV-177,Fancy Colour,VIVID PINK,RADIANT,3.02,3.00–4.99ct,VS1,,EX,EX,10.29 - 7.10 * 4.67,65.8,66.0,1.45,IGI,766657841,https://api.igi.org/viewpdf.php?r=766657841,https://workshop.360view.link/360viewer/360view.html?d=1702267-PV-177-PR
PDKP-1473,Fancy Colour,VIVID PINK,RADIANT,2.97,2.00–2.99ct,VS1,,EX,EX,10.26 - 7 * 4.62,66.0,65.0,1.47,IGI,724573589,https://api.igi.org/viewpdf.php?r=724573589,https://workshop.360view.link/360viewer/360view.html?d=1408257-PDKP-1473
PDKP-2090,Fancy Colour,VIVID PINK,RADIANT,2.84,2.00–2.99ct,VS1,,EX,EX,9.61 - 7.11 * 4.68,65.8,69.0,1.35,IGI,780616237,https://api.igi.org/viewpdf.php?r=780616237,https://workshop.360view.link/360viewer/360view.html?d=2003264-PDKP-2090
PDKP-1468,Fancy Colour,VIVID PINK,RADIANT,2.67,2.00–2.99ct,VS2,,EX,EX,9.96 - 6.91 * 4.54,65.7,67.0,1.44,IGI,724573593,https://api.igi.org/viewpdf.php?r=724573593,https://workshop.360view.link/360viewer/360view.html?d=1408254-PDKP-1468
PDPV-24,Fancy Colour,VIVID PINK,RADIANT,2.09,2.00–2.99ct,VS1,,EX,VG,8.98 - 6.37 * 4.28,67.2,62.0,1.41,IGI,658494982,https://api.igi.org/viewpdf.php?r=658494982,
PDKP-2037,Fancy Colour,INTENSE PINK,RADIANT,1.41,1.00–1.99ct,VVS2,,VG,EX,8.19 - 5.66 - 3.47,61.3,71.0,1.45,IGI,763618018,https://api.igi.org/viewpdf.php?r=763618018,https://workshop.360view.link/360viewer/360view.html?d=0902268-PDKP-2037
PDKP-2237,Fancy Colour,VIVID PINK,RADIANT,1.4,1.00–1.99ct,VVS2,,EX,EX,7.83 - 5.55 * 3.78,68.1,63.0,1.41,IGI,790652628,https://api.igi.org/viewpdf.php?r=790652628,https://workshop.360view.link/360viewer/360view.html?d=2704264-PDKP-2237-
PDKP-2233,Fancy Colour,VIVID PINK,RADIANT,1.3,1.00–1.99ct,VS2,,EX,EX,7.53 - 5.37 * 3.66,68.2,64.0,1.4,IGI,790652627,https://api.igi.org/viewpdf.php?r=790652627,https://workshop.360view.link/360viewer/360view.html?d=2704265-PDKP-2233-
PDKP-2071-A,Fancy Colour,INTENSE PINK,RADIANT,1.19,1.00–1.99ct,VS1,,EX,EX,7.48 - 5.21 * 3.52,67.6,64.0,1.44,IGI,790652626,https://api.igi.org/viewpdf.php?r=790652626,https://workshop.360view.link/360viewer/360view.html?d=2704263-PDKP-2071-
PDKP-2313,Fancy Colour,VIVID PINK,RADIANT,1.05,1.00–1.99ct,VS1,,EX,EX,6.91 - 4.68 * 3.37,72.0,65.0,1.48,IGI,797638995,https://api.igi.org/viewpdf.php?r=797638995,https://workshop.360view.link/360viewer/360view.html?d=2005265-PDKP-2313
PDKP-2312,Fancy Colour,VIVID PINK,RADIANT,1.04,1.00–1.99ct,VS2,,EX,EX,6.75 - 4.69 * 3.39,72.3,63.0,1.44,IGI,797638994,https://api.igi.org/viewpdf.php?r=797638994,https://workshop.360view.link/360viewer/360view.html?d=2005266-PDKP-2312
PDKP-2409,Fancy Colour,VIVID PINK,RADIANT,0.86,Under 1ct,VVS2,,VG,EX,6.72 - 4.47 * 2.98,66.7,70.0,1.5,IGI,826604954,https://api.igi.org/viewpdf.php?r=826604954,https://workshop.360view.link/360viewer/360view.html?d=1808265-PDKP-2409
PDKP-1389-P,Fancy Colour,INTENSE PINK,ROUND,10.7,10ct+,VS1,EX,EX,EX,14.05 - 14.10 * 8.62,61.3,61.0,1.0,IGI,731582781,https://api.igi.org/viewpdf.php?r=731582781,https://workshop.360view.link/360viewer/360view.html?d=0110254-pdkp-1389
PDKP471,Fancy Colour,INTENSE PINK,ROUND,4.67,3.00–4.99ct,VS1,ID,EX,EX,10.61 - 10.69 * 6.57,61.6,57.0,0.99,IGI,633404807,https://api.igi.org/viewpdf.php?r=633404807,
PDPV-74,Fancy Colour,LIGHT PINK,ROUND,1.78,1.00–1.99ct,VS1,VG,VG,EX,7.65 - 7.69 * 4.75,62.0,60.0,0.99,IGI,691565509,https://api.igi.org/viewpdf.php?r=691565509,https://workshop.360view.link/360viewer/360view.html?d=0204251-pv-74-pr
PDPV-81,Fancy Colour,FANCY PINK,ROUND,1.58,1.00–1.99ct,VS1,GD,VG,VG,7.55 - 7.61 * 4.30,56.7,64.0,0.99,IGI,694547244,https://api.igi.org/viewpdf.php?r=694547244,https://workshop.360view.link/360viewer/360view.html?d=2204258-PV-81-PR
PDPV-83,Fancy Colour,FANCY PINK,ROUND,1.49,1.00–1.99ct,VS2,VG,VG,GD,7.34 - 7.36 * 4.48,60.9,60.0,1.0,IGI,694547247,https://api.igi.org/viewpdf.php?r=694547247,https://workshop.360view.link/360viewer/360view.html?d=2204250-PV-83-PR
PDPV-187,Fancy Colour,VIVID PINK,ROUND,1.08,1.00–1.99ct,VS1,ID,VG,VG,6.63 - 6.65 * 3.94,59.3,63.0,1.0,IGI,786625634,https://api.igi.org/viewpdf.php?r=786625634,https://workshop.360view.link/360viewer/360view.html?d=0904264-PV-187
PDPV-198,Fancy Colour,INTENSE PINK,ROUND,1.01,1.00–1.99ct,VVS1,ID,EX,EX,6.45 - 6.49 * 3.94,60.9,56.0,0.99,IGI,790652613,https://api.igi.org/viewpdf.php?r=790652613,https://workshop.360view.link/360viewer/360view.html?d=2704261-PV-198
PDPV-222,Fancy Colour,FANCY LIGHT PINK,ROUND,1.01,1.00–1.99ct,VVS2,EX,EX,EX,6.39 - 6.41 * 3.96,61.8,56.0,1.0,IGI,801685164,https://api.igi.org/viewpdf.php?r=801685164,https://workshop.360view.link/360viewer/360view.html?d=1706260-PV-222-PR
PDPV-202,Fancy Colour,INTENSE PINK,ROUND,0.99,Under 1ct,VVS2,ID,EX,EX,6.44 - 6.45 * 3.86,59.9,59.0,1.0,IGI,791642826,https://api.igi.org/viewpdf.php?r=791642826,https://workshop.360view.link/360viewer/360view.html?d=0105264-PV-202
PDPV-212,Fancy Colour,INTENSE PINK,ROUND,0.99,Under 1ct,VS2,ID,EX,EX,6.37 - 6.39 * 3.94,61.8,57.0,1.0,IGI,791642836,https://api.igi.org/viewpdf.php?r=791642836,https://workshop.360view.link/360viewer/360view.html?d=3004265-PV-212-PR
PDPV-217,Fancy Colour,FANCY PINK,ROUND,0.98,Under 1ct,VS2,EX,EX,EX,6.38 - 6.42 * 3.85,60.1,59.0,0.99,IGI,790653241,https://api.igi.org/viewpdf.php?r=790653241,https://workshop.360view.link/360viewer/360view.html?d=3004264-PV-217-PR
PDPV-200,Fancy Colour,FANCY PINK,ROUND,0.97,Under 1ct,VVS1,ID,EX,EX,6.42 - 6.47 * 3.84,59.6,57.0,0.99,IGI,790652649,https://api.igi.org/viewpdf.php?r=790652649,https://workshop.360view.link/360viewer/360view.html?d=0105267-PV-200
PDPV-208,Fancy Colour,INTENSE PINK,ROUND,0.97,Under 1ct,VS1,ID,EX,EX,6.33 - 6.35 * 3.90,61.5,58.0,1.0,IGI,791642832,https://api.igi.org/viewpdf.php?r=791642832,https://workshop.360view.link/360viewer/360view.html?d=3004268-PV-208-PR
PDPV-224,Fancy Colour,LIGHT PINK,ROUND,0.97,Under 1ct,VS1,ID,EX,EX,6.29 - 6.32 * 3.89,61.6,59.0,1.0,IGI,801685169,https://api.igi.org/viewpdf.php?r=801685169,https://workshop.360view.link/360viewer/360view.html?d=1706268-PV-224-PR
PDPV-193,Fancy Colour,VIVID PINK,ROUND,0.96,Under 1ct,VS2,ID,EX,EX,6.36 - 6.38 * 3.84,60.4,60.0,1.0,IGI,788685941,https://api.igi.org/viewpdf.php?r=788685941,https://workshop.360view.link/360viewer/360view.html?d=3004266-PV-193-PR
PDPV-203,Fancy Colour,INTENSE PINK,ROUND,0.96,Under 1ct,VS2,ID,EX,EX,6.32 - 6.34 * 3.88,61.3,59.0,1.0,IGI,791642827,https://api.igi.org/viewpdf.php?r=791642827,https://workshop.360view.link/360viewer/360view.html?d=3004261-PV-203-PR
PDPV-223,Fancy Colour,FANCY LIGHT PINK,ROUND,0.96,Under 1ct,VS1,ID,EX,EX,6.35 - 6.39 * 3.90,61.2,58.0,0.99,IGI,801685168,https://api.igi.org/viewpdf.php?r=801685168,https://workshop.360view.link/360viewer/360view.html?d=1706264-PV-223-PR
PDPV-184,Fancy Colour,INTENSE PINK,ROUND,0.95,Under 1ct,VS1,EX,VG,VG,6.19 - 6.26 * 3.89,62.4,59.0,0.99,IGI,782621271,https://api.igi.org/viewpdf.php?r=782621271,https://workshop.360view.link/360viewer/360view.html?d=3003266-PV-184
PDPV-195,Fancy Colour,INTENSE PINK,ROUND,0.95,Under 1ct,VVS2,EX,EX,EX,6.24 - 6.26 * 3.92,62.7,58.0,1.0,IGI,791642348,https://api.igi.org/viewpdf.php?r=791642348,https://workshop.360view.link/360viewer/360view.html?d=2704263-PV-195
PDPV-197,Fancy Colour,VIVID PINK,ROUND,0.95,Under 1ct,VVS2,ID,EX,EX,6.35 - 6.37 * 3.85,60.5,58.0,1.0,IGI,791642350,https://api.igi.org/viewpdf.php?r=791642350,https://workshop.360view.link/360viewer/360view.html?d=2704267-PV-197
PDPV-207,Fancy Colour,INTENSE PINK,ROUND,0.95,Under 1ct,VS2,ID,EX,EX,6.32 - 6.35 * 3.83,60.5,57.0,1.0,IGI,791642831,https://api.igi.org/viewpdf.php?r=791642831,https://workshop.360view.link/360viewer/360view.html?d=3004261-PV-207-PR
PDPV-214,Fancy Colour,INTENSE PINK,ROUND,0.95,Under 1ct,VS1,EX,VG,EX,6.26 - 6.31 * 3.84,61.0,59.0,0.99,IGI,790653239,https://api.igi.org/viewpdf.php?r=790653239,https://workshop.360view.link/360viewer/360view.html?d=3004266-PV-214-PR
PDPV-220,Fancy Colour,VIVID PINK,ROUND,0.95,Under 1ct,VS2,ID,EX,EX,6.25 - 6.26 * 3.90,62.4,58.0,1.0,IGI,795623011,https://api.igi.org/viewpdf.php?r=795623011,https://workshop.360view.link/360viewer/360view.html?d=2005263-PV-220-PR
PDPV-228,Fancy Colour,FANCY PINK,ROUND,0.95,Under 1ct,VS1,ID,EX,EX,6.26 - 6.28 * 3.88,61.9,58.0,1.0,IGI,817665893,https://api.igi.org/viewpdf.php?r=817665893,https://workshop.360view.link/360viewer/360view.html?d=0708265-PV-228
PDPV-192,Fancy Colour,VIVID PINK,ROUND,0.94,Under 1ct,VS2,ID,EX,EX,6.25 - 6.28 * 3.86,61.6,57.0,1.0,IGI,786626111,https://api.igi.org/viewpdf.php?r=786626111,https://workshop.360view.link/360viewer/360view.html?d=1604262-PV-192-PR
PDPV-218,Fancy Colour,INTENSE PINK,ROUND,0.94,Under 1ct,VVS2,ID,EX,EX,6.25 - 6.27 * 3.85,61.5,58.0,1.0,IGI,790653242,https://api.igi.org/viewpdf.php?r=790653242,https://workshop.360view.link/360viewer/360view.html?d=3004267-PV-218-PR
PDPV-191,Fancy Colour,VIVID PINK,ROUND,0.93,Under 1ct,VS2,ID,EX,EX,6.31 - 6.33 * 3.82,60.5,57.0,1.0,IGI,786626112,https://api.igi.org/viewpdf.php?r=786626112,https://workshop.360view.link/360viewer/360view.html?d=1604266-PV-191-PR
PDPV-194,Fancy Colour,VIVID PINK,ROUND,0.93,Under 1ct,VS2,ID,EX,EX,6.22 - 6.28 * 3.87,61.9,60.0,0.99,IGI,788685940,https://api.igi.org/viewpdf.php?r=788685940,https://workshop.360view.link/360viewer/360view.html?d=3004263-PV-194-PR
PDPV-210,Fancy Colour,INTENSE PINK,ROUND,0.93,Under 1ct,VS2,ID,EX,EX,6.22 - 6.26 * 3.85,61.7,57.0,0.99,IGI,791642834,https://api.igi.org/viewpdf.php?r=791642834,https://workshop.360view.link/360viewer/360view.html?d=3004264-PV-210-PR
PDPV-211,Fancy Colour,INTENSE PINK,ROUND,0.93,Under 1ct,SI1,ID,EX,EX,6.30 - 6.32 * 3.81,60.3,57.0,1.0,IGI,791642835,https://api.igi.org/viewpdf.php?r=791642835,https://workshop.360view.link/360viewer/360view.html?d=3004261-PV-211-PR
PDPV-215,Fancy Colour,VIVID PINK,ROUND,0.93,Under 1ct,SI1,ID,EX,EX,6.23 - 6.25 * 3.83,61.4,56.0,1.0,IGI,790653240,https://api.igi.org/viewpdf.php?r=790653240,https://workshop.360view.link/360viewer/360view.html?d=3004264-PV-215-PR
PDPV-205,Fancy Colour,VIVID PINK,ROUND,0.92,Under 1ct,SI1,ID,EX,EX,6.20 - 6.23 * 3.84,61.7,58.0,1.0,IGI,791642829,https://api.igi.org/viewpdf.php?r=791642829,https://workshop.360view.link/360viewer/360view.html?d=3004260-PV-205-PR
PDPV-196,Fancy Colour,VIVID PINK,ROUND,0.91,Under 1ct,VS2,ID,EX,EX,6.19 - 6.22 * 3.83,61.7,59.0,1.0,IGI,791642349,https://api.igi.org/viewpdf.php?r=791642349,https://workshop.360view.link/360viewer/360view.html?d=2704268-PV-196
PDPV-221,Fancy Colour,VIVID PINK,ROUND,0.91,Under 1ct,VS2,EX,EX,EX,6.19 - 6.22 * 3.82,61.5,57.0,1.0,IGI,795623009,https://api.igi.org/viewpdf.php?r=795623009,https://workshop.360view.link/360viewer/360view.html?d=2005265-PV-221-PR
PDPV-225,Fancy Colour,FANCY PINK,ROUND,0.91,Under 1ct,VS1,EX,EX,EX,6.13 - 6.15 * 3.83,62.4,57.0,1.0,IGI,801685170,https://api.igi.org/viewpdf.php?r=801685170,https://workshop.360view.link/360viewer/360view.html?d=1706264-PV-225-PR
PDPV-204,Fancy Colour,INTENSE PINK,ROUND,0.89,Under 1ct,VVS2,ID,EX,EX,6.21 - 6.25 * 3.75,60.1,58.0,0.99,IGI,791642828,https://api.igi.org/viewpdf.php?r=791642828,https://workshop.360view.link/360viewer/360view.html?d=3004261-PV-204-PR
PDPV-206,Fancy Colour,INTENSE PINK,ROUND,0.89,Under 1ct,VVS2,ID,EX,EX,6.24 - 6.27 * 3.75,59.9,58.0,1.0,IGI,791642830,https://api.igi.org/viewpdf.php?r=791642830,https://workshop.360view.link/360viewer/360view.html?d=3004266-PV-206-PR
PDPV-213,Fancy Colour,VIVID PINK,ROUND,0.88,Under 1ct,SI2,ID,EX,EX,6.18 - 6.21 * 3.73,60.2,58.0,1.0,IGI,791642837,https://api.igi.org/viewpdf.php?r=791642837,https://workshop.360view.link/360viewer/360view.html?d=3004266-PV-213-PR
PDKP-1923,Fancy Colour,VIVID PINK,SQUARE EMERALD,24.72,10ct+,VS1,,EX,EX,16.23 - 15.94 * 10.31,64.7,66.0,1.02,IGI,754552218,https://api.igi.org/viewpdf.php?r=754552218,https://workshop.360view.link/360viewer/360view.html?d=0801267-PDKP-1923
PDKP-2005,Fancy Colour,VIVID PINK,SQUARE EMERALD,21.37,10ct+,VS2,,EX,EX,15.68 - 15.49 * 9.57,61.8,65.0,1.01,IGI,758589978,https://api.igi.org/viewpdf.php?r=758589978,https://workshop.360view.link/360viewer/360view.html?d=2001263-PDKP-2005
PDKP-2351,Fancy Colour,INTENSE PINK,SQUARE EMERALD,1.0,1.00–1.99ct,VS1,,EX,VG,5.63 - 5.55 * 3.78,68.1,71.0,1.01,IGI,799626159,https://api.igi.org/viewpdf.php?r=799626159,https://workshop.360view.link/360viewer/360view.html?d=2905261-PDKP-2351
PDKL-32,Fancy Colour,VIVID PINK,SQUARE RADIANT,3.35,3.00–4.99ct,VS1,,EX,EX,8.22 - 8.18 * 5.34,65.3,63.0,1.0,IGI,702506253,https://api.igi.org/viewpdf.php?r=702506253,https://workshop.360view.link/360viewer/360view.html?d=1606250-702506253
PDKL-33,Fancy Colour,VIVID PINK,SQUARE RADIANT,3.26,3.00–4.99ct,VVS2,,EX,EX,8.15 - 8.13 * 5.37,66.1,62.0,1.0,IGI,713525542,https://api.igi.org/viewpdf.php?r=713525542,https://workshop.360view.link/360viewer/360view.html?d=2606258-713525542
PDJP-205,Fancy Colour,VIVID PINK,HEART,0.76,Under 1ct,VS1,,EX,EX,5.39 - 6.23 * 3.14,50.4,58.0,0.87,IGI,826605124,https://api.igi.org/viewpdf.php?r=826605124,https://workshop.360view.link/360viewer/360view.html?d=2208260-JP-205-
PDJP-206,Fancy Colour,VIVID PINK,HEART,0.8,Under 1ct,VS1,,EX,EX,5.55 - 6.42 * 3.02,47.0,66.0,0.86,IGI,826605125,https://api.igi.org/viewpdf.php?r=826605125,https://workshop.360view.link/360viewer/360view.html?d=2208260-JP-206-
PDJP-209,Fancy Colour,VIVID PINK,HEART,0.71,Under 1ct,VS1,,EX,EX,4.99 - 5.97 * 3.17,53.1,63.0,0.84,IGI,826605126,https://api.igi.org/viewpdf.php?r=826605126,https://workshop.360view.link/360viewer/360view.html?d=2208268-JP-209
PDJP-208,Fancy Colour,VIVID PINK,HEART,0.6,Under 1ct,VS1,,EX,EX,5.13 - 5.81 * 2.83,48.7,67.0,0.88,IGI,826605127,https://api.igi.org/viewpdf.php?r=826605127,https://workshop.360view.link/360viewer/360view.html?d=2208267-JP-208-
PDJP-207,Fancy Colour,VIVID PINK,HEART,0.7,Under 1ct,VS1,,EX,EX,5.07 - 5.81 * 3.11,53.5,66.0,0.87,IGI,826605128,https://api.igi.org/viewpdf.php?r=826605128,https://workshop.360view.link/360viewer/360view.html?d=2208267-JP-207
PDJP-210,Fancy Colour,VIVID PINK,HEART,3.01,3.00–4.99ct,VS1,,EX,EX,8.25 - 9.42 * 5.07,53.8,68.0,0.88,IGI,803614652,https://api.igi.org/viewpdf.php?r=803614652,https://workshop.360view.link/360viewer/360view.html?d=2208263-803614652-CHP
PDJP-211,Fancy Colour,VIVID PINK,HEART,3.0,3.00–4.99ct,VS1,,EX,EX,8.31 - 9.45 * 5.05,53.4,63.0,0.88,IGI,814632433,https://api.igi.org/viewpdf.php?r=814632433,https://workshop.360view.link/360viewer/360view.html?d=2208260-814632433-CHP
PDKP-2463,Fancy Colour,VIVID PINK,HEART,2.03,2.00–2.99ct,VVS1,,EX,EX,7.05 - 8.05 * 4.52,56.1,62.0,0.88,IGI,821667902,https://api.igi.org/viewpdf.php?r=821667902,https://workshop.360view.link/360viewer/360view.html?d=2608265-PDKP-2462
PDKP-2464,Fancy Colour,VIVID PINK,HEART,2.04,2.00–2.99ct,VVS1,,EX,EX,7.09 - 8.11 * 4.49,55.4,65.0,0.87,IGI,821667864,https://api.igi.org/viewpdf.php?r=821667864,https://workshop.360view.link/360viewer/360view.html?d=2608260-PDKP-2463
PDKP-2465,Fancy Colour,VIVID PINK,HEART,2.05,2.00–2.99ct,VVS1,,EX,EX,7.07 - 8.09 * 4.47,55.3,66.0,0.87,IGI,822608774,https://api.igi.org/viewpdf.php?r=822608774,https://workshop.360view.link/360viewer/360view.html?d=2608264-PDKP-2464
PDKP-2466,Fancy Colour,VIVID PINK,HEART,2.06,2.00–2.99ct,VVS1,,EX,EX,7.07 - 8.11 * 4.47,55.1,69.0,0.87,IGI,822608790,https://api.igi.org/viewpdf.php?r=822608790,https://workshop.360view.link/360viewer/360view.html?d=2608264-PDKP-2466
PDKP-1481,Fancy Colour,INTENSE YELLOW,CUSHION,11.08,10ct+,VS1,,EX,EX,12.30 - 12.30 * 8.09,65.8,66.0,1.0,IGI,717521056,https://api.igi.org/viewpdf.php?r=717521056,https://workshop.360view.link/360viewer/360view.html?d=1408252-D-1-PR
PDKP-2056,Fancy Colour,VIVID YELLOW,CUSHION,8.09,5.00–9.99ct,VS1,,EX,EX,11.31 - 10.72 * 7.05,65.8,58.0,1.06,IGI,760505783,https://api.igi.org/viewpdf.php?r=760505783,https://workshop.360view.link/360viewer/360view.html?d=0502267-1004-5-DH
PDKP-1975,Fancy Colour,VIVID YELLOW,CUSHION,7.01,5.00–9.99ct,VS1,,EX,EX,10.33 - 10.27 * 6.92,67.4,61.0,1.01,IGI,732559479,https://api.igi.org/viewpdf.php?r=732559479,https://workshop.360view.link/360viewer/360view.html?d=1609258-732559479
PDKP-1976,Fancy Colour,VIVID YELLOW,CUSHION,6.99,5.00–9.99ct,VS1,,EX,EX,10.37 - 10.27 * 6.59,64.2,73.0,1.01,IGI,732559475,https://api.igi.org/viewpdf.php?r=732559475,https://workshop.360view.link/360viewer/360view.html?d=1609254-732559475
PDKP-1977,Fancy Colour,VIVID YELLOW,CUSHION,6.07,5.00–9.99ct,VS1,,EX,EX,9.84 - 9.61 * 6.50,67.6,64.0,1.02,IGI,734521037,https://api.igi.org/viewpdf.php?r=734521037,https://workshop.360view.link/360viewer/360view.html?d=2609253-734521037
PDKP-2057,Fancy Colour,VIVID YELLOW,CUSHION,6.07,5.00–9.99ct,VS1,,EX,EX,10.14 - 9.88 * 6.45,65.3,61.0,1.03,IGI,760505578,https://api.igi.org/viewpdf.php?r=760505578,https://workshop.360view.link/360viewer/360view.html?d=0302260-1004-32-DY
PDKP-1299,Fancy Colour,INTENSE YELLOW,CUSHION,6.02,5.00–9.99ct,VS2,,EX,EX,9.89 - 9.58 * 6.46,67.4,69.0,1.03,IGI,702570767,https://api.igi.org/viewpdf.php?r=702570767,https://workshop.360view.link/360viewer/360view.html?d=2005256-702570767
PDKP-1978,Fancy Colour,VIVID YELLOW,CUSHION,5.73,5.00–9.99ct,VVS2,,EX,EX,9.64 - 9.52 * 6.34,66.6,64.0,1.01,IGI,723558105,https://api.igi.org/viewpdf.php?r=723558105,https://workshop.360view.link/360viewer/360view.html?d=0408251-723558105
PDKP-2059,Fancy Colour,VIVID YELLOW,CUSHION,5.09,5.00–9.99ct,VS1,,EX,EX,9.51 - 9.26 * 6.08,65.7,61.0,1.03,IGI,760505782,https://api.igi.org/viewpdf.php?r=760505782,https://workshop.360view.link/360viewer/360view.html?d=0502260-1004-6-DH
PDKP-1156A,Fancy Colour,VIVID YELLOW,CUSHION,4.99,3.00–4.99ct,VS1,,EX,EX,10.37 - 8.48 * 5.93,69.9,57.0,1.22,IGI,687572478,https://api.igi.org/viewpdf.php?r=687572478,https://workshop.360view.link/360viewer/360view.html?d=1703256-509-25-PR
PDKP-1539,Fancy Colour,VIVID YELLOW,CUSHION,4.88,3.00–4.99ct,VS1,,EX,EX,11.26 - 8.69 * 5.55,63.9,63.0,1.3,IGI,739586531,https://api.igi.org/viewpdf.php?r=739586531,https://workshop.360view.link/360viewer/360view.html?d=1610253-PDKP-1539
PDKP-1540,Fancy Colour,VIVID YELLOW,CUSHION,4.82,3.00–4.99ct,VS1,,EX,EX,11.75 - 8.35 * 5.61,67.2,64.0,1.41,IGI,739542117,https://api.igi.org/viewpdf.php?r=739542117,https://workshop.360view.link/360viewer/360view.html?d=1410250-pdkp-1538-pr
PDKP-1306,Fancy Colour,VIVID YELLOW,CUSHION,4.61,3.00–4.99ct,VS2,,EX,EX,10.31 - 8.24 * 5.70,69.2,58.0,1.25,IGI,700596957,https://api.igi.org/viewpdf.php?r=700596957,https://workshop.360view.link/360viewer/360view.html?d=1205250-700596957
PDKP-1175A,Fancy Colour,VIVID YELLOW,CUSHION,4.58,3.00–4.99ct,VS2,,EX,EX,10.28 - 8.06 * 5.59,69.4,64.0,1.28,IGI,675531973,https://api.igi.org/viewpdf.php?r=675531973,https://workshop.360view.link/360viewer/360view.html?d=2701251-675531973
PDKP-1981,Fancy Colour,VIVID YELLOW,CUSHION,4.51,3.00–4.99ct,VS1,,EX,EX,8.98 - 8.52 * 5.92,69.5,61.0,1.05,IGI,743511173,https://api.igi.org/viewpdf.php?r=743511173,https://workshop.360view.link/360viewer/360view.html?d=0811258-1001-27
PDJP-1200,Fancy Colour,INTENSE YELLOW,CUSHION,4.11,3.00–4.99ct,VS2,,EX,EX,10.29 - 8.10 * 5.33,65.8,61.0,1.27,IGI,745520057,https://api.igi.org/viewpdf.php?r=745520057,https://workshop.360view.link/360viewer/360view.html?d=1610250-JP-1200
PDKP-1973,Fancy Colour,VIVID YELLOW,CUSHION,4.06,3.00–4.99ct,VS1,,EX,EX,8.58 - 8.45 * 5.63,66.6,66.0,1.02,IGI,694562658,https://api.igi.org/viewpdf.php?r=694562658,https://workshop.360view.link/360viewer/360view.html?d=2204254-694562658
PDKP-1305,Fancy Colour,VIVID YELLOW,CUSHION,4.03,3.00–4.99ct,VS1,,EX,EX,9.85 - 7.82 * 5.49,70.2,55.0,1.26,IGI,694562651,https://api.igi.org/viewpdf.php?r=694562651,https://workshop.360view.link/360viewer/360view.html?d=1806257-600-16
PDKP-1321,Fancy Colour,VIVID YELLOW,CUSHION,4.03,3.00–4.99ct,VS1,,EX,EX,9.68 - 7.93 * 5.39,68.0,59.0,1.22,IGI,696505246,https://api.igi.org/viewpdf.php?r=696505246,https://workshop.360view.link/360viewer/360view.html?d=2504255-696505246
PDJP-150,Fancy Colour,FANCY YELLOW,EMERALD,2.92,2.00–2.99ct,VVS2,,EX,EX,10.36 - 6.61 * 4.05,61.3,68.0,1.57,IGI,742524687,https://api.igi.org/viewpdf.php?r=742524687,https://workshop.360view.link/360viewer/360view.html?d=2007268-JP-1500
PDJP-1300-3,Fancy Colour,LIGHT YELLOW,EMERALD,0.99,Under 1ct,VS1,,EX,EX,6.81 - 4.82 * 3.19,66.2,70.0,1.41,IGI,746509885,https://api.igi.org/viewpdf.php?r=746509885,https://workshop.360view.link/360viewer/360view.html?d=1610257-JP-1300-3
PDKP-1502,Fancy Colour,INTENSE YELLOW,HEART,6.1,5.00–9.99ct,VS1,,EX,EX,10.81 - 11.45 * 6.40,55.9,66.0,0.94,IGI,726563146,https://api.igi.org/viewpdf.php?r=726563146,https://workshop.360view.link/360viewer/360view.html?d=1308253-jy-9-sn
PDKP-1504,Fancy Colour,INTENSE YELLOW,HEART,6.05,5.00–9.99ct,VVS2,,EX,EX,10.65 - 11.27 * 6.27,55.6,61.0,0.94,IGI,729505743,https://api.igi.org/viewpdf.php?r=729505743,https://workshop.360view.link/360viewer/360view.html?d=0409251-JY-20-SN
PDKP-1182A,Fancy Colour,VIVID YELLOW,HEART,4.14,3.00–4.99ct,VS2,,EX,EX,9.40 - 10.46 * 5.47,52.3,65.0,0.9,IGI,680502272,https://api.igi.org/viewpdf.php?r=680502272,https://workshop.360view.link/360viewer/360view.html?d=1702250-680502272
PDKP-1935,Fancy Colour,VIVID YELLOW,OVAL,9.05,5.00–9.99ct,VS1,,EX,EX,15.45 - 10.81 * 6.90,63.8,58.0,1.43,IGI,728574080,https://api.igi.org/viewpdf.php?r=728574080,https://workshop.360view.link/360viewer/360view.html?d=1410254-1001-16
PDKP-1937,Fancy Colour,VIVID YELLOW,OVAL,8.03,5.00–9.99ct,VS1,,EX,EX,14.98 - 10.40 * 6.64,63.8,60.0,1.44,IGI,735525493,https://api.igi.org/viewpdf.php?r=735525493,https://workshop.360view.link/360viewer/360view.html?d=0210258-735525493
PDKP-1938,Fancy Colour,VIVID YELLOW,OVAL,8.02,5.00–9.99ct,VS1,,EX,EX,14.33 - 10.08 * 6.89,68.4,61.0,1.42,IGI,732559474,https://api.igi.org/viewpdf.php?r=732559474,https://workshop.360view.link/360viewer/360view.html?d=1609256-732559474
PDKP-1536,Fancy Colour,INTENSE YELLOW,OVAL,7.05,5.00–9.99ct,VVS2,,EX,EX,13.91 - 9.99 * 6.54,65.5,62.0,1.39,IGI,725518495,https://api.igi.org/viewpdf.php?r=725518495,https://workshop.360view.link/360viewer/360view.html?d=1308256-SK-5-PM
